Fecha Solicitud,Fecha Entrega,Año,Semana,Status,Proveedor,Tipo Producto,Desc Producto,Presentacion,Cant. Comprada,Cant. Prom,Cantidad Total,Costo Total,Vr Unitario,Precio de Venta,Margen %
2022-07-08,2022-07-09,2022,1,Entregado y Pagado,Postobon,Cerveza,Cerveza Andina Lata,473 ml,12.0,,12,25600.0,2133.3333333333335,2600.0,0.21875
2022-07-10,2022-07-10,2022,1,Entregado y Pagado,Pricesmart,Bebidas,Pony Malta PET,330 ml,24.0,,24,36900.0,1537.5,1800.0,0.1707317073170731
2022-07-10,2022-07-10,2022,1,Entregado y Pagado,Pricesmart,Snack,Papas Margaritas Surtidas,,30.0,,30,38500.0,1283.3333333333333,1600.0,0.24675324675324672
2022-07-10,2022-07-10,2022,1,Entregado y Pagado,Pricesmart,Dulces,Gomas Trululu Aros,,250.0,,250,20500.0,82.0,150.0,0.8292682926829269
2022-07-10,2022-07-10,2022,1,Entregado y Pagado,Pricesmart,Galletas,Galletas Festival Surtidas,,36.0,,36,16500.0,458.3333333333333,700.0,0.5272727272727273
2022-07-11,2022-07-12,2022,2,Entregado y Pagado,Bavaria BEES,Bebidas,Pony Malta Pet 1.5LX 6 - 2224,1.5 L,6.0,,6,18000.0,3000.0,4000.0,0.33333333333333326
2022-07-11,2022-07-12,2022,2,Entregado y Pagado,Bavaria BEES,Cerveza,Club Col Lta 330X6 N - 5252,330 ml,6.0,,6,13275.0,2212.5,2800.0,0.2655367231638419
2022-07-11,2022-07-12,2022,2,Entregado y Pagado,Bavaria BEES,Cerveza,Budweiser Lta CO 269,269 ml,6.0,,6,10712.5,1785.4166666666667,2200.0,0.2322053675612601
2022-07-11,2022-07-12,2022,2,Entregado y Pagado,Bavaria BEES,Cerveza,COSTEÑA BACANA LATA 330CCX6 - 14709,330 ml,6.0,,6,9762.5,1627.0833333333333,2000.0,0.22919334186939833
2022-07-12,2022-07-15,2022,2,Entregado y Pagado,Bavaria BEES,Cerveza,Aguila Lig Lta 330cc,330 ml,18.0,,18,37650.0,2091.6666666666665,2500.0,0.19521912350597614
2022-07-12,2022-07-15,2022,2,Entregado y Pagado,Bavaria BEES,Cerveza,Poker Lta 330cc,330 ml,12.0,,12,25100.0,2091.6666666666665,2500.0,0.19521912350597614
2022-07-12,2022-07-13,2022,2,Entregado y Pagado,Postobon,Agua,Agua Cristal,600 ml,24.0,,24,22150.0,922.9166666666666,1200.0,0.3002257336343115
2022-07-13,2022-07-15,2022,2,Entregado y Pagado,Bavaria BEES,Cerveza,Budweiser Lta CO 269,269 ml,24.0,,24,42850.0,1785.4166666666667,2200.0,0.2322053675612601
2022-07-13,2022-07-15,2022,2,Entregado y Pagado,Bavaria BEES,Cerveza,COSTEÑA BACANA LATA 330CCX6 - 14709,330 ml,36.0,,36,58575.0,1627.0833333333333,2000.0,0.22919334186939833
2022-07-13,2022-07-13,2022,2,Entregado y Pagado,Pricesmart,Snack,Papas Margaritas Surtidas,,30.0,,30,38500.0,1283.3333333333333,1600.0,0.24675324675324672
2022-07-14,2022-07-19,2022,3,Entregado y Pagado,Bavaria BEES,Cerveza,Poker Lta 330cc,330 ml,24.0,,24,50200.0,2091.6666666666665,2500.0,0.19521912350597614
2022-07-14,2022-07-19,2022,3,Entregado y Pagado,Bavaria BEES,Cerveza,Aguila Lig Lta 330cc,330 ml,24.0,,24,50200.0,2091.6666666666665,2500.0,0.19521912350597614
2022-07-14,2022-07-19,2022,3,Entregado y Pagado,Bavaria BEES,Cerveza,Club Col Lta 330X6 N - 5252,330 ml,18.0,,18,39825.0,2212.5,2800.0,0.2655367231638419
2022-07-14,2022-07-19,2022,3,Entregado y Pagado,Bavaria BEES,Cerveza,CLUB COL DOBLE MALTA LATA 330,330 ml,12.0,,12,26550.0,2212.5,2800.0,0.2655367231638419
2022-07-14,2022-07-19,2022,3,Entregado y Pagado,Bavaria BEES,Cerveza,Aguila Lig R 750cc X 16 - 3664,750 ml,16.0,,16,54050.0,3378.125,4500.0,0.33209990749306195
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Postobon,Cerveza,Cerveza Andina Lata,473 ml,24.0,,24,51200.0,2133.3333333333335,2600.0,0.21875
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Postobon,Gaseosa,Colombiana PET,3.125 L,6.0,,6,32500.0,5416.666666666667,6000.0,0.10769230769230753
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Postobon,Gaseosa,Pepsi PET,3.125 L,3.0,,3,16250.0,5416.666666666667,6000.0,0.10769230769230753
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Postobon,Agua,Agua Cristal,600 ml,12.0,,12,11075.0,922.9166666666666,1200.0,0.3002257336343115
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Postobon,Agua,Agua Cristal Con Gas,600 ml,24.0,,24,30100.0,1254.1666666666667,1500.0,0.1960132890365447
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Postobon,Bebidas,H2OH! Pet Maracuya 600 ml,600 ml,7.0,,7,15167.0,2166.714285714286,2800.0,0.2922792905650424
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Postobon,Bebidas,H2OH! Pet 600 ml,600 ml,8.0,,8,17333.0,2166.625,2800.0,0.29233254485663185
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Postobon,Gaseosa,Colombiana PET,400 ml,8.0,,8,11333.0,1416.625,1800.0,0.2706256066354893
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Postobon,Gaseosa,Naranja PET,400 ml,7.0,,7,9917.0,1416.7142857142858,1800.0,0.2705455278814157
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Postobon,Gaseosa,Pepsi PET,400 ml,7.0,,7,9917.0,1416.7142857142858,1800.0,0.2705455278814157
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Postobon,Gaseosa,Uva PET,400 ml,8.0,,8,11333.0,1416.625,1800.0,0.2706256066354893
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Pepsico/FritoLay,Snack,Cheetos Boli Queso 35g,35 g,6.0,,6,7761.179999999999,1293.53,1800.0,0.3915409770163816
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Pepsico/FritoLay,Snack,Margarita Limon,35 g,10.0,,10,17243.1,1724.31,2000.0,0.15988424355249342
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Pepsico/FritoLay,Snack,Cheetos Natural,40 g,6.0,,6,7761.179999999999,1293.53,1800.0,0.3915409770163816
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Pepsico/FritoLay,Snack,Margarita Pollo,35 g,10.0,,10,17243.1,1724.31,2000.0,0.15988424355249342
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Pepsico/FritoLay,Snack,Cheesse Tris Queso,42 g,12.0,,12,15522.359999999999,1293.53,1800.0,0.3915409770163816
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Pepsico/FritoLay,Snack,Cheetos Trissitos Picantes,40 g,6.0,,6,7761.179999999999,1293.53,1800.0,0.3915409770163816
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Pepsico/FritoLay,Snack,Mani Moto Natural,48 g,12.0,,12,14751.24,1229.27,1600.0,0.30158549382967137
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Pepsico/FritoLay,Snack,Detodito Natural,50 g,6.0,,6,12930.539999999999,2155.0899999999997,2500.0,0.16004436009633016
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Pepsico/FritoLay,Snack,Margarita Ondulada Mayonesa,35 g,6.0,,6,10345.859999999999,1724.3099999999997,2000.0,0.15988424355249364
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Pepsico/FritoLay,Snack,Margarita Ondulada Tomate,35 g,1.0,,1,1724.31,1724.31,2000.0,0.15988424355249342
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Pepsico/FritoLay,Snack,Margarita Natural,35 g,9.0,,9,15518.789999999999,1724.31,2000.0,0.15988424355249342
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Pepsico/FritoLay,Snack,Cheetos Boli Queso,20 g,6.0,,6,5083.679999999999,847.2799999999999,1200.0,0.4162968558209803
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Pepsico/FritoLay,Snack,Mani Moto NK Sal,23 g,18.0,,18,7582.679999999999,421.26,600.0,0.4242985329725111
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Pepsico/FritoLay,Snack,Detodito Mix,50 g,6.0,,6,12930.539999999999,2155.0899999999997,2800.0,0.2992496833078899
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Pepsico/FritoLay,Snack,Detodito Limon,50 g,6.0,,6,12930.539999999999,2155.0899999999997,2800.0,0.2992496833078899
2022-07-15,2022-07-16,2022,2,Entregado y Pagado,Pepsico/FritoLay,Snack,Detodito BBQ,50 g,6.0,,6,12930.539999999999,2155.0899999999997,2800.0,0.2992496833078899
2022-07-22,2022-07-22,2022,3,Entregado y Pagado,Pricesmart,Bebidas,Gatorade,500 ml,24.0,,24,53900.0,2245.8333333333335,3000.0,0.33580705009276435
2022-07-22,2022-07-22,2022,3,Entregado y Pagado,Pricesmart,Gaseosa,Coca Cola,3 L,8.0,,8,43800.0,5475.0,7000.0,0.27853881278538806
2022-07-22,2022-07-22,2022,3,Entregado y Pagado,Pricesmart,Gaseosa,Coca Cola Lata,235 ml,24.0,,24,28500.0,1187.5,1600.0,0.34736842105263155
2022-07-22,2022-07-23,2022,3,Entregado y Pagado,Postobon,Gaseosa,Manzana PET,2.5 L,4.0,,4,15000.0,3750.0,4500.0,0.19999999999999996
2022-07-22,2022-07-23,2022,3,Entregado y Pagado,Postobon,Gaseosa,Pepsi PET,2.5 L,4.0,,4,15000.0,3750.0,4500.0,0.19999999999999996
2022-07-22,2022-07-23,2022,3,Entregado y Pagado,Postobon,Jugos,Jugo Hit Mora,500 ml,6.0,,6,10999.98,1833.33,2200.0,0.2000021818221489
2022-07-22,2022-07-23,2022,3,Entregado y Pagado,Postobon,Jugos,Jugo Hit Naranja Piña,500 ml,6.0,,6,10999.98,1833.33,2200.0,0.2000021818221489
2022-07-22,2022-07-23,2022,3,Entregado y Pagado,Postobon,Gaseosa,Colombiana Cero PET,1 L,12.0,,12,20000.0,1666.6666666666667,2300.0,0.3799999999999999
2022-07-22,2022-07-23,2022,3,Entregado y Pagado,Postobon,Gaseosa,Uva PET,1 L,,4.0,4,,0.0,2300.0,0.0
2022-07-22,2022-07-23,2022,3,Entregado y Pagado,Postobon,Gaseosa,Naranja PET,1 L,6.0,,6,10000.0,1666.6666666666667,2300.0,0.3799999999999999
2022-07-22,2022-07-23,2022,3,Entregado y Pagado,Postobon,Gaseosa,Manzana PET,1 L,6.0,,6,10000.0,1666.6666666666667,2300.0,0.3799999999999999
2022-07-22,2022-07-23,2022,3,Entregado y Pagado,Postobon,Snack,Mani Pasas Bary,40 g,8.0,,8,6560.0,820.0,1000.0,0.2195121951219512
2022-07-22,2022-07-23,2022,3,Entregado y Pagado,Postobon,Snack,Mani Sal Bary,40 g,8.0,,8,6560.0,820.0,1000.0,0.2195121951219512
2022-07-26,2022-07-27,2022,4,Entregado y Pagado,Pepsico/FritoLay,Snack,Doritos Mega Queso Familiar,185 g,2.0,,2,11017.019999999999,5508.509999999999,7000.0,0.2707610587981144
2022-07-26,2022-07-27,2022,4,Entregado y Pagado,Pepsico/FritoLay,Snack,Cheetos Boli Queso Familiar,160 g,3.0,,3,12712.769999999999,4237.589999999999,5500.0,0.29790753706705964
2022-07-26,2022-07-27,2022,4,Entregado y Pagado,Pepsico/FritoLay,Snack,Choclitos Limon,40 g,5.0,,5,6467.65,1293.53,1800.0,0.3915409770163816
2022-07-26,2022-07-27,2022,4,Entregado y Pagado,Pepsico/FritoLay,Snack,Margarita Pollo,35 g,6.0,,6,10345.859999999999,1724.3099999999997,2200.0,0.275872667907743
